,Chuquisaca,La Paz,Cochabamba,Oruro,Potosí,Tarija,Santa Cruz,Beni,Pando
2021-09-16,1,2,0,3,3,1,2,0,0
2021-09-17,0,2,0,1,1,1,15,0,0
2021-09-18,1,2,0,1,0,1,1,0,0
2021-09-19,0,2,0,0,2,0,0,1,0
2021-09-20,0,1,1,2,0,0,1,0,0
2021-09-21,2,2,1,1,1,0,1,0,0
2021-09-22,1,2,0,3,2,0,1,0,0
2021-09-23,0,2,0,0,1,0,4,0,0
2021-09-24,1,2,1,1,0,2,1,0,0
2021-09-25,1,1,0,0,0,0,0,0,0
2021-09-26,0,1,0,1,0,0,0,0,0
2021-09-27,1,1,0,2,1,2,0,0,0
2021-09-28,0,1,0,0,0,2,6,0,0
2021-09-29,0,1,0,5,0,1,3,0,0
2021-09-30,1,1,0,1,0,2,4,0,0
2021-10-01,0,2,0,0,1,1,11,0,0
2021-10-02,0,1,0,0,0,0,11,0,0
2021-10-03,1,1,0,0,0,0,0,0,0
2021-10-04,0,0,0,2,0,0,0,0,0
2021-10-05,0,0,0,0,0,1,3,0,0
2021-10-06,0,1,0,0,0,0,4,0,0
2021-10-07,0,1,1,1,0,1,1,0,0
2021-10-08,1,1,1,2,0,3,1,0,0
2021-10-09,0,2,0,2,0,0,2,0,0
2021-10-10,1,2,0,0,0,0,0,0,0
2021-10-11,0,0,0,2,0,1,2,0,0
2021-10-12,0,2,0,0,1,0,0,0,0
2021-10-13,0,2,2,0,0,1,0,0,0
2021-10-14,0,3,0,0,0,1,3,0,0
2021-10-15,0,3,1,1,0,1,0,0,0
2021-10-16,0,2,0,3,0,2,1,0,0
2021-10-17,0,2,0,0,0,0,0,0,0
2021-10-18,1,1,2,0,0,0,1,0,0
2021-10-19,0,2,0,0,0,1,3,0,0
2021-10-20,0,2,0,1,0,1,0,0,0
2021-10-21,0,1,0,0,0,0,3,0,0
2021-10-22,1,2,1,0,0,0,1,0,0
2021-10-23,0,1,0,0,0,1,0,0,0
2021-10-24,0,0,0,0,0,0,3,0,0
2021-10-25,1,1,0,0,0,0,0,0,0
2021-10-26,0,1,0,0,1,1,1,0,0
2021-10-27,0,1,1,0,0,1,1,0,0
2021-10-28,0,1,1,0,0,1,1,0,0
2021-10-29,0,1,0,1,0,2,5,0,0
2021-10-30,0,0,0,0,0,0,1,0,0
2021-10-31,1,1,0,0,0,1,0,0,0
2021-11-01,0,0,2,0,0,0,0,0,0
2021-11-02,1,1,0,0,0,0,4,0,0
2021-11-03,1,1,1,1,1,0,1,0,0
2021-11-04,1,0,2,1,0,1,4,0,0
2021-11-05,0,1,2,1,0,1,4,0,0
2021-11-06,1,2,0,1,0,0,0,0,0
2021-11-07,0,1,0,0,0,1,1,0,0
2021-11-08,0,0,0,0,0,3,0,0,0
2021-11-09,0,2,0,1,0,0,3,0,0
2021-11-10,0,2,0,0,0,0,7,0,0
2021-11-11,2,2,2,0,2,1,4,0,0
2021-11-12,0,3,0,0,0,0,3,0,0
2021-11-13,0,3,0,2,0,4,3,0,0
2021-11-14,0,0,0,0,0,1,0,0,0
2021-11-15,2,1,2,0,0,0,0,0,0
2021-11-16,0,2,1,0,0,3,2,0,0
2021-11-17,1,1,1,0,0,2,7,1,0
2021-11-18,0,1,0,0,2,1,2,0,0
2021-11-19,0,0,1,0,0,0,1,0,0
2021-11-20,0,2,0,1,0,2,6,0,0
2021-11-21,2,2,1,0,0,0,1,0,0
2021-11-22,0,2,3,2,1,2,2,0,0
2021-11-23,1,3,2,0,0,1,9,0,0
2021-11-24,0,4,0,1,0,0,3,0,0
2021-11-25,0,3,0,0,0,4,9,1,0
2021-11-26,1,3,2,1,0,0,8,1,0
2021-11-27,2,3,0,1,1,0,10,0,0
2021-11-28,0,1,1,0,0,0,5,0,0
2021-11-29,0,2,2,2,0,2,1,0,1
2021-11-30,1,3,0,0,1,0,12,0,0
2021-12-01,0,2,0,2,0,4,0,0,0
2021-12-02,0,0,0,1,0,0,8,0,0
2021-12-03,0,0,0,2,1,2,0,0,0
2021-12-04,3,0,0,0,0,2,0,0,0
2021-12-05,1,0,0,0,1,4,0,0,1
2021-12-06,2,2,2,1,0,0,18,0,0
2021-12-07,0,3,1,0,0,1,11,1,0
2021-12-08,0,3,0,3,1,1,4,0,0
2021-12-09,0,2,1,0,0,2,0,0,0
2021-12-10,3,3,1,1,0,7,9,0,0
2021-12-11,0,0,0,0,0,0,0,0,0
2021-12-12,0,0,0,0,0,3,9,0,0
2021-12-13,2,2,3,1,0,4,1,0,0
2021-12-14,0,3,4,0,0,1,16,1,0
2021-12-15,1,3,2,3,0,2,5,1,0
2021-12-16,0,4,0,0,0,3,11,0,1
2021-12-17,2,4,0,0,1,0,10,0,0
2021-12-18,3,0,0,1,1,1,13,1,0
2021-12-19,2,3,0,0,0,2,5,0,0
2021-12-20,2,3,3,2,3,5,0,0,1
2021-12-21,1,4,2,0,0,2,12,0,0
2021-12-22,0,2,4,1,0,2,6,1,0
2021-12-23,3,5,0,2,0,1,7,2,0
2021-12-24,3,4,2,0,0,2,3,0,0
2021-12-25,0,4,1,3,0,0,6,2,0
2021-12-26,0,1,0,0,1,2,3,1,0
2021-12-27,3,1,11,2,1,3,1,0,0
2021-12-28,0,5,13,1,1,5,20,1,0
2021-12-29,3,5,5,1,0,2,11,1,0
2021-12-30,0,6,2,2,0,3,17,0,0
2021-12-31,0,3,9,2,0,3,13,1,0
2022-01-01,0,0,0,0,0,2,9,0,0
2022-01-02,1,1,3,1,0,0,3,2,0
2022-01-03,3,0,5,5,0,6,9,1,1
2022-01-04,1,5,4,0,0,2,34,1,0
2022-01-05,1,7,5,2,0,1,20,2,0
2022-01-06,2,7,1,5,0,3,18,2,2
2022-01-07,0,6,3,2,1,4,27,2,0
2022-01-08,0,3,3,1,0,0,14,3,0
2022-01-09,3,2,2,2,0,1,15,1,0
2022-01-10,0,1,10,1,0,2,2,0,0
2022-01-11,1,8,1,1,0,8,35,3,0
2022-01-12,3,3,2,6,2,1,27,3,0
2022-01-13,7,5,3,3,0,3,22,3,0
2022-01-14,2,10,4,3,1,8,9,2,0
2022-01-15,2,3,7,3,0,2,30,3,0
2022-01-16,0,3,3,2,0,3,4,1,0
2022-01-17,5,5,9,4,0,7,4,3,0
2022-01-18,1,8,8,5,4,6,49,2,3
2022-01-19,4,6,9,3,0,5,35,0,0
2022-01-20,4,6,9,3,0,5,35,0,0
